"age","gender","review","education","purchased"
39,"Other","Excellent","High School",1
55,"Other","Average","PhD",1
34,"Other","Excellent","PhD",1
28,"Female","Average","Diploma",0
27,"Male","Poor","High School",0
34,"Other","Terrible","Bachelor's",0
41,"Male","Good","Master's",0
20,"Female","Terrible","PhD",0
19,"Other","Poor","Diploma",1
37,"Female","Excellent","PhD",0
46,"Male","Average","High School",0
18,"Female","Average","High School",1
55,"Male","Poor","Bachelor's",1
40,"Other","Average","Master's",0
55,"Female","Average","High School",1
45,"Female","Excellent","High School",0
29,"Other","Excellent","Bachelor's",0
38,"Female","Terrible","PhD",1
32,"Other","Terrible","PhD",1
50,"Other","Poor","Bachelor's",0
26,"Male","Poor","Diploma",1
33,"Female","Average","Master's",0
40,"Other","Terrible","Master's",1
21,"Other","Good","Bachelor's",0
57,"Female","Poor","High School",0
30,"Female","Good","Bachelor's",0
70,"Female","Poor","PhD",1
36,"Other","Poor","Bachelor's",0
43,"Male","Excellent","PhD",0
47,"Other","Excellent","High School",0
41,"Male","Good","Diploma",1
20,"Female","Good","Master's",1
49,"Female","Excellent","High School",1
66,"Female","Excellent","Bachelor's",1
37,"Female","Terrible","Diploma",0
66,"Other","Excellent","High School",1
42,"Other","Excellent","Diploma",0
34,"Other","Poor","PhD",1
23,"Other","Poor","Bachelor's",0
30,"Other","Excellent","Bachelor's",1
68,"Female","Poor","Bachelor's",0
51,"Female","Terrible","Bachelor's",1
46,"Female","Poor","PhD",0
34,"Male","Average","PhD",1
70,"Female","Average","Diploma",1
29,"Other","Poor","High School",1
57,"Male","Good","PhD",1
24,"Male","Good","Master's",1
44,"Female","Average","Bachelor's",0
62,"Female","Average","Master's",1
19,"Male","Excellent","Diploma",1
36,"Female","Terrible","Diploma",0
53,"Female","Excellent","Master's",0
38,"Female","Terrible","Bachelor's",1
35,"Female","Poor","PhD",1
51,"Male","Terrible","PhD",0
37,"Male","Excellent","Diploma",0
59,"Male","Terrible","Bachelor's",1
54,"Female","Terrible","High School",1
34,"Male","Good","Master's",0
18,"Female","Terrible","Master's",0
65,"Female","Good","Master's",1
66,"Male","Poor","Master's",1
63,"Other","Good","Diploma",1
64,"Other","Excellent","High School",1
58,"Other","Terrible","PhD",0
37,"Other","Poor","Master's",0
52,"Male","Terrible","Diploma",1
25,"Other","Good","High School",1
65,"Other","Terrible","Diploma",0
49,"Other","Excellent","Bachelor's",1
36,"Female","Poor","Diploma",0
36,"Female","Good","High School",0
53,"Female","Terrible","Master's",1
24,"Male","Average","Diploma",0
50,"Male","Good","Diploma",1
46,"Female","Average","Bachelor's",1
20,"Male","Poor","Bachelor's",0
47,"Female","Terrible","Master's",0
53,"Female","Poor","Master's",0
19,"Male","Good","High School",0
41,"Other","Terrible","PhD",1
31,"Male","Poor","High School",1
42,"Other","Good","Master's",0
46,"Other","Terrible","PhD",1
24,"Male","Average","Master's",0
47,"Male","Good","Diploma",0
49,"Other","Terrible","High School",1
23,"Other","Terrible","PhD",0
48,"Female","Excellent","Master's",1
44,"Male","Terrible","Bachelor's",1
44,"Female","Excellent","Diploma",1
44,"Female","Poor","Diploma",1
25,"Other","Good","Master's",0
52,"Other","Good","PhD",1
57,"Male","Good","High School",1
47,"Other","Good","PhD",0
55,"Other","Poor","PhD",1
33,"Male","Excellent","Diploma",1
62,"Female","Poor","PhD",0
31,"Male","Excellent","Diploma",0
26,"Male","Poor","Diploma",0
32,"Female","Terrible","PhD",1
61,"Female","Poor","Diploma",1
31,"Male","Poor","PhD",0
38,"Other","Good","Bachelor's",0
59,"Other","Good","High School",0
32,"Other","Average","Diploma",0
50,"Other","Average","Bachelor's",1
30,"Other","Excellent","Master's",1
50,"Other","Good","PhD",1
45,"Other","Excellent","PhD",1
19,"Other","Good","PhD",1
49,"Other","Terrible","Diploma",0
68,"Male","Average","PhD",0
52,"Male","Average","PhD",1
42,"Male","Excellent","Diploma",0
19,"Other","Good","High School",0
52,"Female","Average","Master's",1
46,"Male","Excellent","PhD",1
55,"Other","Poor","PhD",0
49,"Female","Average","Bachelor's",0
22,"Other","Good","High School",0
57,"Other","Terrible","Diploma",0
46,"Female","Terrible","Bachelor's",1
64,"Male","Average","Diploma",1
46,"Female","Poor","PhD",0
50,"Male","Excellent","PhD",1
43,"Female","Poor","Diploma",1
51,"Male","Poor","Master's",0
53,"Male","Terrible","Diploma",1
66,"Female","Poor","Diploma",0
26,"Female","Excellent","Master's",1
57,"Female","Poor","Diploma",1
51,"Female","Average","Master's",1
34,"Other","Excellent","Bachelor's",1
56,"Other","Terrible","Bachelor's",0
64,"Male","Poor","High School",0
39,"Male","Poor","High School",0
67,"Female","Average","Master's",0
59,"Other","Poor","PhD",1
62,"Female","Terrible","PhD",0
59,"Female","Poor","Diploma",1
29,"Other","Poor","Bachelor's",1
64,"Female","Excellent","PhD",1
24,"Male","Excellent","High School",0
22,"Male","Good","PhD",0
24,"Male","Good","High School",1
23,"Other","Poor","PhD",0
23,"Other","Excellent","Bachelor's",0
22,"Female","Average","Master's",0
54,"Male","Terrible","Master's",1
50,"Other","Good","Master's",0
30,"Male","Excellent","PhD",0
24,"Male","Excellent","High School",1
39,"Female","Excellent","PhD",1
61,"Female","Good","High School",1
62,"Other","Terrible","High School",1
29,"Other","Terrible","Diploma",0
60,"Female","Terrible","Master's",1
57,"Other","Good","High School",0
69,"Other","Good","Master's",1
29,"Male","Terrible","Diploma",0
61,"Other","Excellent","Diploma",1
26,"Other","Good","Master's",1
27,"Other","Poor","High School",1
36,"Other","Good","Diploma",1
39,"Other","Terrible","High School",1
48,"Other","Good","High School",0
47,"Female","Poor","Diploma",0
25,"Male","Average","PhD",0
50,"Other","Good","Bachelor's",1
59,"Female","Good","PhD",1
60,"Female","Good","Bachelor's",0
64,"Male","Terrible","High School",0
20,"Other","Good","Master's",0
37,"Female","Poor","Master's",1
27,"Male","Poor","Bachelor's",0
39,"Female","Terrible","High School",0
47,"Male","Excellent","Master's",1
18,"Other","Excellent","Bachelor's",1
60,"Male","Terrible","PhD",1
61,"Female","Good","Bachelor's",1
42,"Male","Good","Master's",1
46,"Female","Terrible","PhD",1
45,"Female","Average","High School",0
46,"Female","Good","Master's",0
55,"Female","Good","High School",1
37,"Male","Excellent","Bachelor's",1
33,"Female","Excellent","PhD",1
32,"Female","Poor","Diploma",1
27,"Other","Excellent","Diploma",0
19,"Female","Average","Master's",1
53,"Female","Average","PhD",1
30,"Female","Good","Diploma",0
60,"Female","Poor","Master's",1
34,"Male","Terrible","Master's",0
39,"Other","Poor","High School",1
24,"Other","Good","PhD",0
57,"Other","Good","Bachelor's",1
56,"Other","Good","PhD",0
44,"Other","Terrible","PhD",0
18,"Other","Poor","Master's",0
35,"Male","Terrible","Master's",1
22,"Other","Poor","High School",1
65,"Other","Average","Bachelor's",0
56,"Other","Excellent","Master's",0
66,"Other","Average","High School",1
21,"Male","Excellent","PhD",1
32,"Female","Poor","Bachelor's",0
34,"Female","Excellent","Bachelor's",1
59,"Female","Poor","Bachelor's",1
32,"Female","Good","Diploma",0
60,"Female","Terrible","Diploma",1
69,"Other","Excellent","High School",1
65,"Other","Excellent","Bachelor's",1
63,"Other","Poor","Bachelor's",0
51,"Female","Poor","High School",0
30,"Male","Good","High School",1
70,"Male","Terrible","Bachelor's",1
33,"Female","Terrible","Master's",1
42,"Female","Poor","Bachelor's",0
65,"Other","Average","Master's",1
35,"Other","Excellent","High School",1
48,"Other","Good","Diploma",1
69,"Female","Average","Master's",0
33,"Female","Excellent","Bachelor's",1
51,"Male","Average","PhD",0
63,"Other","Poor","Master's",1
60,"Male","Terrible","High School",1
39,"Female","Excellent","Master's",1
45,"Female","Excellent","Master's",1
46,"Male","Poor","PhD",1
36,"Other","Excellent","Master's",0
61,"Female","Terrible","Bachelor's",1
70,"Female","Average","PhD",0
49,"Female","Terrible","PhD",1
36,"Male","Average","PhD",0
24,"Female","Good","PhD",0
42,"Male","Good","Diploma",0
62,"Female","Excellent","Master's",0
59,"Other","Excellent","Diploma",1
33,"Female","Terrible","Bachelor's",1
42,"Female","Excellent","Bachelor's",0
65,"Male","Good","PhD",1
46,"Other","Poor","High School",1
62,"Female","Good","Bachelor's",0
64,"Male","Average","High School",0
23,"Female","Excellent","Diploma",1
34,"Other","Good","Diploma",1
35,"Other","Terrible","Diploma",1
21,"Female","Good","Bachelor's",1
44,"Male","Average","PhD",1
61,"Female","Good","PhD",1
60,"Female","Average","PhD",1
22,"Male","Average","PhD",1
30,"Other","Poor","Master's",0
18,"Female","Good","Diploma",0
33,"Male","Excellent","Diploma",0
46,"Other","Terrible","PhD",1
20,"Other","Average","Bachelor's",1
51,"Other","Excellent","Diploma",1
28,"Other","Good","Bachelor's",0
69,"Female","Poor","Master's",1
28,"Other","Average","Bachelor's",1
29,"Female","Good","Bachelor's",1
56,"Male","Good","PhD",1
41,"Male","Excellent","Bachelor's",1
61,"Female","Excellent","PhD",1
40,"Female","Good","PhD",1
68,"Female","Good","Diploma",1
65,"Male","Poor","Diploma",1
54,"Male","Average","PhD",0
18,"Male","Poor","Diploma",0
66,"Other","Excellent","Master's",1
23,"Other","Excellent","Bachelor's",1
61,"Other","Poor","Master's",1
58,"Other","Average","PhD",1
61,"Male","Terrible","Diploma",0
68,"Male","Excellent","Diploma",0
34,"Female","Poor","Bachelor's",1
64,"Male","Terrible","PhD",1
47,"Female","Excellent","Bachelor's",0
25,"Female","Terrible","Diploma",1
29,"Other","Poor","Diploma",0
68,"Female","Terrible","High School",0
30,"Other","Poor","High School",0
57,"Male","Terrible","PhD",1
43,"Male","Excellent","High School",0
29,"Other","Poor","Bachelor's",1
60,"Female","Poor","High School",1
25,"Other","Average","Master's",0
48,"Female","Poor","Diploma",0
52,"Female","Average","Master's",0
29,"Male","Poor","Master's",0
50,"Male","Poor","PhD",1
44,"Male","Average","Master's",0
36,"Other","Terrible","High School",1
70,"Other","Poor","Bachelor's",0
56,"Other","Terrible","Diploma",0
50,"Female","Poor","Bachelor's",1
63,"Female","Terrible","High School",1
46,"Female","Average","High School",1
28,"Female","Good","Master's",0
48,"Male","Average","High School",0
50,"Female","Good","PhD",1
55,"Female","Excellent","Master's",1
29,"Male","Average","PhD",0
57,"Other","Good","High School",1
62,"Male","Good","PhD",0
26,"Other","Average","Bachelor's",0
46,"Other","Poor","Bachelor's",0
47,"Male","Excellent","Diploma",0
68,"Female","Terrible","High School",1
20,"Other","Poor","Diploma",1
56,"Female","Poor","Diploma",1
49,"Female","Average","PhD",0
48,"Female","Terrible","Diploma",0
54,"Male","Excellent","High School",1
35,"Male","Good","Bachelor's",1
57,"Female","Good","High School",0
60,"Male","Good","PhD",1
42,"Other","Poor","High School",0
55,"Male","Terrible","Bachelor's",1
48,"Male","Average","Bachelor's",0
52,"Female","Good","Bachelor's",0
32,"Female","Terrible","High School",1
32,"Male","Poor","PhD",1
43,"Other","Terrible","Diploma",1
56,"Male","Terrible","High School",1
63,"Male","Poor","High School",1
19,"Female","Excellent","PhD",1
52,"Male","Poor","Master's",0
61,"Female","Poor","Master's",0
49,"Female","Good","Bachelor's",1
52,"Male","Average","Diploma",0
61,"Male","Terrible","High School",1
39,"Other","Poor","High School",1
48,"Female","Poor","Bachelor's",1
51,"Male","Good","Master's",1
23,"Female","Terrible","Master's",1
20,"Other","Terrible","Master's",0
61,"Female","Good","High School",1
59,"Other","Average","High School",0
49,"Other","Excellent","PhD",1
21,"Male","Poor","Bachelor's",1
43,"Male","Excellent","Bachelor's",1
23,"Female","Average","Diploma",1
43,"Other","Excellent","Bachelor's",1
46,"Female","Good","Master's",1
35,"Male","Average","Diploma",1
36,"Female","Average","PhD",1
66,"Female","Average","Diploma",1
20,"Other","Average","Diploma",1
70,"Male","Good","Diploma",0
42,"Male","Average","PhD",1
67,"Other","Terrible","Bachelor's",0
32,"Female","Terrible","Master's",0
38,"Other","Average","High School",1
63,"Other","Good","Bachelor's",1
62,"Male","Poor","Diploma",1
27,"Male","Good","PhD",1
37,"Female","Terrible","PhD",0
35,"Other","Good","Master's",1
62,"Other","Excellent","High School",1
40,"Male","Average","Bachelor's",1
29,"Female","Excellent","Bachelor's",1
33,"Other","Good","Bachelor's",1
39,"Male","Terrible","Bachelor's",0
45,"Other","Excellent","High School",1
35,"Other","Average","Master's",1
46,"Other","Excellent","Bachelor's",1
51,"Other","Good","Master's",1
61,"Other","Excellent","Bachelor's",0
60,"Male","Terrible","Bachelor's",0
56,"Other","Average","Diploma",1
46,"Female","Poor","High School",1
40,"Male","Average","PhD",1
53,"Male","Good","Diploma",1
58,"Male","Average","Diploma",1
64,"Female","Excellent","Diploma",1
53,"Male","Average","High School",1
67,"Female","Average","PhD",0
32,"Male","Good","High School",0
24,"Other","Poor","High School",0
38,"Other","Excellent","Master's",0
19,"Female","Good","High School",0
69,"Male","Poor","High School",1
18,"Female","Terrible","PhD",1
48,"Female","Terrible","High School",1
66,"Male","Good","Diploma",0
28,"Other","Poor","High School",0
30,"Male","Terrible","High School",1
69,"Female","Average","Master's",1
57,"Other","Average","Master's",0
31,"Female","Poor","Diploma",0
25,"Female","Poor","Master's",1
66,"Female","Poor","High School",0
43,"Male","Excellent","Bachelor's",1
35,"Male","Average","Master's",0
51,"Female","Average","High School",0
58,"Male","Excellent","High School",1
49,"Other","Average","PhD",1
50,"Female","Poor","Master's",1
55,"Female","Good","Diploma",0
37,"Other","Terrible","Bachelor's",0
47,"Other","Poor","Bachelor's",1
36,"Female","Average","Bachelor's",0
29,"Female","Average","Bachelor's",0
40,"Other","Good","Bachelor's",0
22,"Other","Terrible","Diploma",1
24,"Other","Good","Diploma",1
23,"Other","Poor","Diploma",0
70,"Other","Excellent","Master's",0
39,"Other","Good","Bachelor's",1
18,"Male","Poor","Master's",1
70,"Male","Good","Bachelor's",0
46,"Other","Excellent","Master's",0
29,"Other","Poor","Bachelor's",1
62,"Female","Average","Bachelor's",1
36,"Other","Terrible","PhD",0
28,"Other","Excellent","PhD",1
25,"Female","Excellent","Bachelor's",0
41,"Female","Average","Diploma",1
22,"Other","Average","PhD",1
54,"Female","Poor","Bachelor's",1
33,"Other","Terrible","PhD",0
70,"Female","Poor","Master's",1
22,"Other","Average","PhD",0
22,"Male","Good","Master's",0
33,"Female","Good","Master's",1
62,"Female","Poor","Diploma",0
33,"Other","Good","PhD",1
43,"Other","Excellent","Diploma",1
67,"Other","Good","Diploma",1
50,"Other","Excellent","Bachelor's",1
48,"Female","Poor","PhD",0
65,"Other","Excellent","High School",0
47,"Female","Excellent","PhD",0
44,"Other","Terrible","High School",0
63,"Female","Excellent","Diploma",1
43,"Other","Excellent","Master's",1
58,"Female","Poor","PhD",0
54,"Other","Good","Diploma",1
70,"Other","Terrible","Bachelor's",1
31,"Other","Terrible","Master's",0
58,"Female","Average","Master's",1
35,"Male","Terrible","High School",0
41,"Male","Poor","High School",0
69,"Male","Good","Diploma",1
70,"Female","Poor","PhD",0
56,"Other","Good","High School",0
59,"Other","Poor","Diploma",1
46,"Female","Poor","PhD",1
18,"Other","Poor","Bachelor's",1
51,"Other","Terrible","High School",1
29,"Male","Good","PhD",1
50,"Female","Good","High School",1
24,"Other","Terrible","PhD",0
46,"Male","Average","PhD",0
60,"Female","Poor","High School",1
21,"Other","Average","High School",0
48,"Female","Good","Master's",0
57,"Male","Terrible","PhD",0
61,"Male","Good","High School",0
43,"Female","Excellent","Diploma",0
31,"Female","Excellent","High School",1
45,"Male","Good","PhD",0
18,"Male","Terrible","Bachelor's",0
58,"Female","Terrible","Diploma",1
42,"Female","Excellent","Diploma",0
44,"Female","Poor","Master's",1
20,"Other","Poor","High School",0
69,"Female","Good","Diploma",0
66,"Male","Good","PhD",0
47,"Female","Poor","Bachelor's",0
34,"Male","Terrible","Diploma",0
62,"Female","Excellent","High School",0
46,"Female","Average","Bachelor's",1
63,"Other","Terrible","High School",0
25,"Male","Average","High School",0
44,"Female","Good","High School",0
36,"Female","Average","Master's",0
43,"Other","Good","High School",0
28,"Other","Average","Diploma",0
63,"Male","Excellent","PhD",0
20,"Other","Terrible","High School",1
66,"Male","Excellent","Master's",0
34,"Female","Good","Master's",0
62,"Other","Terrible","High School",0
33,"Male","Excellent","Diploma",0
29,"Female","Poor","Bachelor's",1
60,"Other","Good","PhD",1
51,"Female","Poor","Master's",1
44,"Other","Terrible","Diploma",0
52,"Other","Excellent","High School",0
22,"Female","Good","Bachelor's",0
62,"Female","Terrible","Master's",1
39,"Male","Excellent","Master's",0
40,"Other","Terrible","Master's",1
49,"Female","Good","Master's",0
47,"Other","Average","High School",0
63,"Other","Poor","Bachelor's",0
57,"Other","Excellent","High School",0
54,"Male","Terrible","Diploma",0
20,"Female","Terrible","Diploma",1
52,"Female","Poor","Diploma",1
60,"Other","Good","Diploma",0
49,"Male","Good","Master's",1
29,"Male","Poor","Master's",0
48,"Male","Terrible","High School",1
24,"Female","Excellent","PhD",0
43,"Female","Terrible","Master's",0
26,"Male","Good","PhD",1
28,"Female","Poor","Diploma",1
30,"Male","Average","High School",0
44,"Male","Poor","High School",1
32,"Male","Average","Master's",1
33,"Other","Terrible","Bachelor's",1
33,"Male","Excellent","Master's",1
66,"Other","Terrible","Diploma",0
40,"Male","Excellent","PhD",1
49,"Female","Poor","High School",1
40,"Other","Poor","Master's",0
42,"Male","Average","Bachelor's",0
67,"Female","Excellent","Bachelor's",1
36,"Male","Good","PhD",1
49,"Female","Excellent","High School",1
59,"Male","Terrible","Diploma",0
54,"Male","Excellent","Master's",1
33,"Female","Excellent","Master's",1
38,"Female","Poor","Master's",1
35,"Male","Average","Bachelor's",0
20,"Other","Terrible","Master's",0
23,"Female","Terrible","Diploma",0
19,"Other","Good","Master's",0
52,"Male","Excellent","PhD",0
41,"Female","Poor","PhD",1
26,"Male","Poor","PhD",1
33,"Male","Good","High School",1
57,"Male","Poor","High School",0
23,"Female","Poor","High School",0
57,"Male","Poor","Diploma",0
49,"Male","Good","High School",1
35,"Male","Good","PhD",0
51,"Other","Terrible","High School",0
40,"Other","Poor","Master's",1
50,"Female","Excellent","High School",1
19,"Male","Average","High School",0
33,"Other","Good","High School",0
41,"Other","Good","High School",1
39,"Male","Average","PhD",0
28,"Female","Average","PhD",0
70,"Female","Average","Bachelor's",0
33,"Female","Terrible","PhD",0
52,"Other","Good","Bachelor's",1
40,"Male","Poor","Bachelor's",1
24,"Other","Poor","PhD",1
60,"Male","Good","PhD",0
30,"Female","Poor","Bachelor's",0
21,"Other","Poor","High School",0
51,"Other","Poor","Master's",0
36,"Female","Average","High School",0
69,"Male","Poor","High School",1
45,"Male","Good","Diploma",0
23,"Other","Excellent","Master's",1
41,"Female","Good","Bachelor's",0
51,"Other","Good","High School",1
19,"Other","Poor","High School",0
25,"Male","Good","High School",0
28,"Other","Good","Bachelor's",0
35,"Male","Poor","Diploma",0
19,"Other","Excellent","Diploma",0
69,"Male","Average","High School",1
70,"Male","Good","Diploma",0
44,"Male","Excellent","High School",1
47,"Male","Poor","High School",0
45,"Male","Terrible","High School",0
41,"Female","Excellent","Diploma",1
64,"Other","Poor","Diploma",0
49,"Other","Excellent","Master's",0
42,"Male","Poor","PhD",0
42,"Male","Terrible","Diploma",0
45,"Male","Excellent","Master's",1
40,"Male","Excellent","Diploma",1
56,"Other","Terrible","High School",1
46,"Other","Average","PhD",0
69,"Other","Terrible","Master's",1
69,"Male","Terrible","High School",1
41,"Female","Excellent","High School",1
22,"Female","Poor","Diploma",1
44,"Female","Poor","High School",1
63,"Female","Terrible","PhD",0
25,"Other","Good","Diploma",1
42,"Male","Average","PhD",1
50,"Other","Poor","Master's",0
53,"Female","Excellent","Diploma",0
29,"Male","Good","High School",0
39,"Male","Average","Bachelor's",1
30,"Female","Good","High School",1
65,"Male","Excellent","Diploma",1
29,"Female","Good","Bachelor's",0
33,"Other","Terrible","Master's",1
52,"Female","Poor","Master's",1
56,"Other","Good","Bachelor's",1
23,"Female","Poor","Bachelor's",1
42,"Other","Excellent","Bachelor's",1
44,"Male","Terrible","High School",1
39,"Male","Good","High School",1
30,"Male","Poor","Master's",1
62,"Other","Good","Bachelor's",0
51,"Male","Poor","Master's",1
65,"Other","Excellent","PhD",1
18,"Other","Excellent","PhD",1
67,"Male","Terrible","Diploma",1
21,"Other","Excellent","High School",0
55,"Other","Good","Master's",1
28,"Other","Poor","Bachelor's",1
35,"Female","Average","High School",1
51,"Female","Average","High School",0
39,"Female","Poor","High School",1
51,"Male","Excellent","Bachelor's",1
33,"Female","Poor","PhD",0
66,"Male","Good","High School",0
40,"Female","Terrible","Master's",0
70,"Male","Excellent","PhD",0
55,"Other","Excellent","Diploma",1
19,"Male","Good","High School",1
53,"Male","Average","Diploma",0
68,"Other","Terrible","Bachelor's",1
63,"Other","Average","PhD",1
24,"Female","Average","High School",0
63,"Other","Good","High School",0
20,"Female","Excellent","PhD",1
53,"Male","Poor","Master's",1
47,"Other","Terrible","Bachelor's",1
68,"Female","Terrible","PhD",1
59,"Other","Average","High School",0
60,"Female","Excellent","High School",1
60,"Female","Average","Master's",0
58,"Male","Average","PhD",1
21,"Male","Average","High School",1
34,"Female","Excellent","Master's",1
29,"Other","Average","Diploma",0
37,"Other","Terrible","Bachelor's",0
30,"Male","Good","Diploma",0
59,"Female","Poor","Diploma",0
52,"Female","Excellent","Diploma",1
65,"Male","Good","Bachelor's",0
61,"Male","Good","PhD",1
52,"Female","Good","High School",0
41,"Female","Poor","Diploma",0
22,"Female","Average","Master's",0
43,"Other","Excellent","Bachelor's",1
67,"Other","Terrible","Diploma",1
27,"Other","Excellent","High School",0
51,"Other","Good","Diploma",0
43,"Male","Good","Diploma",0
40,"Male","Excellent","Master's",1
46,"Other","Excellent","High School",1
68,"Other","Poor","Master's",0
38,"Male","Terrible","Master's",0
33,"Female","Average","Master's",1
33,"Female","Excellent","Bachelor's",1
27,"Male","Terrible","Bachelor's",1
49,"Female","Excellent","Master's",0
47,"Male","Average","High School",0
62,"Female","Good","Bachelor's",1
60,"Male","Good","Diploma",1
43,"Male","Good","PhD",1
69,"Other","Excellent","Master's",1
31,"Female","Excellent","Bachelor's",0
50,"Female","Excellent","Diploma",1
44,"Female","Excellent","Master's",1
22,"Female","Terrible","High School",0
46,"Other","Excellent","PhD",1
57,"Male","Average","Diploma",0
35,"Female","Terrible","Diploma",0
64,"Male","Good","Diploma",0
21,"Male","Good","Bachelor's",0
56,"Female","Good","PhD",1
62,"Female","Good","Master's",1
28,"Female","Average","High School",0
28,"Other","Excellent","Diploma",0
45,"Other","Average","High School",1
31,"Female","Good","Bachelor's",0
55,"Other","Excellent","Diploma",0
53,"Other","Excellent","PhD",1
20,"Other","Good","Master's",1
24,"Other","Average","High School",1
55,"Other","Excellent","PhD",0
43,"Other","Good","PhD",1
34,"Male","Average","High School",1
24,"Other","Terrible","Bachelor's",1
20,"Female","Excellent","Master's",1
44,"Other","Excellent","High School",1
43,"Female","Average","Bachelor's",1
37,"Other","Excellent","High School",0
19,"Other","Excellent","PhD",1
49,"Other","Excellent","PhD",0
30,"Male","Poor","PhD",0
59,"Female","Terrible","Diploma",0
57,"Male","Average","Diploma",1
56,"Female","Good","Bachelor's",0
53,"Male","Good","Master's",0
29,"Female","Average","PhD",0
36,"Male","Poor","Diploma",1
70,"Male","Poor","PhD",0
33,"Female","Poor","Bachelor's",1
27,"Female","Terrible","PhD",1
28,"Male","Good","Master's",0
35,"Male","Average","Bachelor's",1
58,"Other","Poor","Bachelor's",0
33,"Male","Excellent","Master's",1
55,"Male","Poor","Diploma",1
45,"Male","Good","PhD",1
60,"Female","Average","Bachelor's",0
37,"Other","Average","Bachelor's",1
43,"Other","Good","Bachelor's",1
68,"Female","Good","Master's",0
58,"Other","Good","Master's",0
22,"Other","Average","Master's",1
40,"Male","Poor","Bachelor's",0
60,"Female","Average","Master's",0
24,"Female","Excellent","PhD",1
18,"Male","Good","Master's",0
46,"Female","Terrible","High School",0
23,"Other","Excellent","Diploma",1
50,"Male","Poor","Master's",1
45,"Other","Poor","Bachelor's",0
60,"Female","Excellent","Master's",1
31,"Male","Average","High School",0
31,"Other","Good","High School",0
59,"Male","Poor","PhD",1
24,"Male","Excellent","Diploma",1
21,"Other","Excellent","High School",1
48,"Female","Good","Bachelor's",1
64,"Female","Excellent","Bachelor's",1
27,"Female","Excellent","High School",0
37,"Other","Excellent","Diploma",1
30,"Other","Poor","Diploma",0
31,"Female","Average","PhD",1
67,"Male","Excellent","PhD",1
46,"Other","Good","Diploma",0
34,"Other","Good","High School",1
51,"Male","Poor","PhD",0
42,"Female","Average","High School",1
47,"Other","Average","PhD",0
55,"Female","Average","High School",1
39,"Male","Poor","High School",1
43,"Female","Poor","Master's",1
61,"Male","Good","Bachelor's",0
18,"Male","Poor","High School",1
65,"Male","Average","PhD",0
69,"Male","Terrible","Master's",1
57,"Female","Poor","High School",1
44,"Female","Excellent","PhD",0
29,"Female","Excellent","PhD",1
56,"Female","Terrible","PhD",0
51,"Other","Good","Diploma",1
31,"Female","Average","Bachelor's",1
23,"Other","Terrible","PhD",1
36,"Male","Average","Diploma",0
34,"Female","Excellent","High School",1
29,"Male","Terrible","Bachelor's",1
46,"Male","Poor","High School",0
28,"Female","Good","Diploma",1
50,"Female","Excellent","Diploma",0
25,"Male","Average","Bachelor's",0
22,"Male","Terrible","Master's",0
32,"Female","Poor","PhD",1
21,"Other","Poor","Diploma",1
61,"Male","Excellent","High School",1
58,"Male","Excellent","High School",1
25,"Female","Terrible","Bachelor's",1
31,"Male","Terrible","Bachelor's",1
49,"Other","Poor","High School",0
42,"Male","Good","Bachelor's",1
64,"Male","Good","Master's",0
47,"Female","Average","High School",0
40,"Other","Good","PhD",0
18,"Other","Excellent","Bachelor's",0
24,"Male","Average","Bachelor's",0
29,"Female","Average","High School",1
25,"Female","Excellent","Bachelor's",1
38,"Other","Poor","Bachelor's",1
21,"Female","Good","Diploma",1
38,"Female","Excellent","PhD",0
69,"Female","Good","High School",1
53,"Male","Good","High School",1
64,"Other","Terrible","PhD",0
57,"Male","Average","PhD",1
68,"Other","Poor","High School",1
30,"Female","Terrible","High School",0
34,"Female","Excellent","Diploma",0
34,"Other","Good","Bachelor's",0
24,"Other","Good","Diploma",0
28,"Male","Poor","High School",1
48,"Other","Terrible","Master's",0
34,"Other","Good","Bachelor's",1
48,"Female","Poor","Diploma",0
62,"Other","Excellent","Master's",0
68,"Male","Poor","PhD",0
67,"Other","Poor","High School",1
35,"Other","Poor","Diploma",1
18,"Female","Poor","High School",1
65,"Female","Average","High School",0
46,"Male","Poor","Diploma",1
57,"Female","Excellent","PhD",0
61,"Male","Terrible","High School",1
39,"Female","Terrible","PhD",0
59,"Male","Poor","PhD",0
46,"Male","Terrible","Master's",1
59,"Other","Poor","Bachelor's",0
64,"Male","Poor","Bachelor's",0
47,"Other","Excellent","High School",1
31,"Other","Poor","Master's",0
24,"Male","Good","Master's",1
48,"Male","Poor","PhD",0
45,"Other","Terrible","High School",0
58,"Other","Excellent","Diploma",0
43,"Other","Excellent","High School",1
69,"Female","Poor","PhD",0
53,"Other","Good","Diploma",0
59,"Male","Good","Bachelor's",0
21,"Other","Poor","Diploma",1
57,"Male","Poor","Diploma",1
53,"Male","Average","Master's",0
46,"Male","Good","High School",1
61,"Male","Terrible","Bachelor's",1
41,"Female","Terrible","Master's",1
23,"Female","Average","High School",0
53,"Other","Poor","Bachelor's",0
19,"Other","Poor","Diploma",1
19,"Other","Excellent","Bachelor's",0
25,"Male","Poor","High School",0
51,"Male","Poor","Bachelor's",0
45,"Female","Good","High School",1
63,"Other","Average","Bachelor's",0
35,"Other","Excellent","Master's",0
43,"Female","Average","High School",0
51,"Male","Poor","Master's",0
43,"Female","Average","High School",1
34,"Other","Excellent","PhD",0
65,"Female","Excellent","Diploma",0
